Month,crime_count,Ethnic_Asian_Bangladeshi,Ethnic_Asian_Chinese,Ethnic_Asian_Indian,Ethnic_Asian_Other,Ethnic_Asian_Pakistani,Ethnic_Black_African,Ethnic_Black_Caribbean,Ethnic_Black_Other,ethnic_does_not_apply,Ethnic_Mixed_Other,Ethnic_Mixed_White_Asian,Ethnic_Mixed_White_Black_African,Ethnic_Mixed_White_Black_Caribbean,Ethnic_Other,Ethnic_Arab,Ethnic_White_British,Ethnic_White_Gypsy_Traveller,Ethnic_White_Irish,Ethnic_White_Other,Ethnic_White_Roma,economy_does_not_apply,Economy_Employed,Economy_Not_Employed,employment_does_not_apply,Employment_Never_Worked,Employment_Not_Worked_12M,Employment_Worked_12M,education_does_not_apply,Education_Level_1,Education_Level_2,Education_Level_3,Education_Level_4+,Education_No_Qualifications,Education_Other_Qualifications,Migrant_Student_UK,Migrant_Same_Address,Migrant_NA,Migrant_Outside_UK,Migrant_Within_UK
2021-03-01,5,963,2306,4433,2809,10953,2030,896,490,0,1858,2359,1236,2215,3183,1509,245831,90,4174,7303,132,55846,139806,99121,195652,22523,65698,10900,55846,21831,32340,38563,89741,37081,19371,535,267289,3183,1452,22314
2021-03-01,715,236,690,1812,1439,4875,1823,130,250,0,725,1131,469,412,1106,558,177526,145,528,2595,143,38585,86443,71567,125028,20945,43060,7562,38585,15324,23005,29004,46648,29441,14588,286,177449,1916,853,16088
2021-03-01,913,1577,1073,2772,4596,15579,5048,916,920,0,1017,1783,1020,2040,3639,690,202906,295,572,11498,428,52469,112580,93320,165049,27115,55133,11072,52469,22574,30443,34678,44948,53354,19904,1273,231158,3036,1772,21130
2021-03-01,208,39,426,1239,617,245,242,180,60,0,537,922,245,584,586,130,121330,146,1183,5919,94,22086,66236,46403,88322,7242,33920,5244,22086,9845,15155,18532,44455,16230,8422,317,118631,1198,691,13889
2021-03-01,228,99,236,440,416,65,257,186,85,0,547,786,259,579,371,77,111896,126,711,3909,59,20909,59919,40276,80828,6425,29174,4677,20909,9028,13879,17118,38746,13517,7907,288,109126,995,488,10207
2021-03-01,978,2908,937,1906,1768,685,2304,133,228,0,634,897,536,438,1007,417,254655,228,511,3871,110,48101,117151,108920,165252,34104,63945,10871,48101,24530,33553,38679,55532,51666,22111,585,249207,2617,1806,19957
2021-03-01,188,474,592,2941,2760,1290,953,292,183,0,758,963,263,476,1250,360,70473,201,837,5295,95,16669,45363,28421,62032,5381,19165,3873,16669,7076,10557,12377,28929,9643,5202,253,80540,832,776,8052
2021-03-01,375,1778,3989,12618,12225,6177,7441,3450,1574,0,3049,3068,1268,2777,5685,1392,120014,130,3118,19562,321,43982,104224,61433,148206,16487,36539,8407,43982,15348,21432,25866,65889,25122,12000,413,188785,2303,1672,16466
2021-03-01,612,406,328,776,656,146,2541,452,494,0,755,757,415,814,669,127,134385,925,855,5999,177,29677,69203,52797,98880,12746,34279,5772,29677,15032,18975,21027,28911,26824,11231,171,136340,1587,478,13101
2021-03-01,579,2865,1932,2172,2528,954,2227,235,335,0,1180,1285,674,669,1805,1578,208703,93,1111,8028,117,40633,100613,97244,141246,23344,60788,13112,40633,15552,27362,36055,64835,37304,16753,3622,208797,2012,1768,22292
2021-03-01,493,1403,1156,17643,4946,2025,4149,1044,930,0,1778,1694,1051,1972,3134,344,173231,177,1545,14652,537,46259,117866,69285,164125,16222,43602,9461,46259,24335,30268,30591,52220,32430,17306,411,207187,2504,2249,21058
2021-03-01,230,38,201,506,233,103,151,257,84,0,228,369,119,756,232,56,71456,17,449,3277,110,14856,38158,25633,53014,5742,16855,3036,14856,8284,10718,11728,13953,13899,5209,82,70962,855,245,6503
2021-03-01,139,223,460,1300,942,346,931,750,248,0,917,1137,359,918,666,96,73343,331,998,3870,42,17048,42575,28251,59623,5516,19446,3290,17048,6662,10727,12267,26516,9787,4867,259,79205,914,503,6993
2021-03-01,204,111,251,190,418,34,136,51,29,0,493,568,190,313,282,68,127937,131,575,2986,39,21342,62137,51324,83479,7508,38369,5447,21342,11479,16817,19731,37172,17758,10504,241,120897,1042,487,12136
2021-03-01,611,207,818,4559,1115,3368,3962,748,641,0,770,1315,676,2083,1401,242,153936,203,723,8589,187,36867,85497,63177,122364,15648,39460,8069,36867,16732,23218,27765,38803,29666,12489,720,164089,1985,1184,17563
2021-03-01,642,131,505,462,608,88,454,323,133,0,543,605,361,884,465,75,138604,110,1142,2764,36,23401,58281,66610,81680,13548,47167,5895,23401,16158,19076,19444,24811,32782,12619,169,133062,1259,333,13469
2021-03-01,263,248,676,1666,1357,337,974,241,243,0,645,835,378,454,792,188,114873,170,607,5718,89,23741,65860,40890,89602,6786,29066,5038,23741,10487,15329,19252,38099,15047,8538,306,115949,1215,737,12284
2021-03-01,130,111,229,798,674,112,341,151,103,0,385,531,192,591,385,73,85720,360,537,3508,81,17531,46524,30829,64055,4977,22245,3607,17531,7566,11500,13455,27744,10717,6370,191,84936,971,458,8327
2021-03-01,693,254,448,941,1344,272,859,453,169,0,893,894,591,1042,1461,247,122796,185,1145,6213,380,25170,59190,56227,84360,12549,38197,5481,25170,13332,16646,19294,30376,24990,10779,195,125590,1399,710,12693
2021-03-01,179,227,712,10166,1984,1176,1235,746,252,0,933,1346,343,768,1272,296,63706,86,1977,6457,90,18768,46948,28055,65716,5918,18323,3814,18768,6539,9838,11479,32023,10022,5102,300,84831,977,631,7032
2021-03-01,639,2502,997,3982,2579,2145,16171,2174,2532,0,1345,1099,1115,1693,2306,369,116430,428,993,16811,322,39637,85948,50415,125585,13880,29008,7527,39637,16640,21251,22151,35723,29443,11155,260,158909,2287,996,13548
2021-03-01,300,376,665,1547,999,289,873,278,163,0,816,1041,416,670,612,169,116787,462,849,5114,75,26675,64426,41100,91101,8060,28164,4876,26675,11163,16681,18458,34332,16324,8568,264,119508,1354,585,10490
2021-03-01,418,129,435,527,1001,162,264,135,48,0,536,679,288,581,481,136,128375,41,714,4714,78,22292,58935,58097,81227,10850,41371,5876,22292,13696,18096,20227,29628,23137,12248,271,125210,1083,673,12087
2021-03-01,253,99,212,254,546,91,118,69,41,0,262,264,136,343,199,46,87873,265,296,1131,31,17163,40655,34458,57818,7862,23258,3338,17163,7697,11458,12736,20128,16631,6463,107,84981,915,158,6115
2021-03-01,105,12,110,66,155,13,31,31,13,0,166,250,65,149,114,19,65452,54,288,1110,16,10555,30053,27506,40608,4301,20449,2755,10555,6635,9073,10137,15059,10824,5832,113,60863,517,301,6320
2021-03-01,816,107333,10279,10135,6768,3341,15373,4930,2390,0,5206,4374,2236,3593,8494,3588,71177,110,3567,45187,2225,57423,155392,97491,212815,46215,33691,17585,57423,17155,21433,33343,127299,40999,12654,3125,242588,3970,10536,50084
2021-03-01,304,548,681,1692,1278,367,828,174,129,0,818,1285,368,478,859,247,97049,333,913,7148,119,22909,55898,36504,78807,6919,25141,4444,22909,7996,13396,14385,38010,12454,6159,347,100877,1131,980,11976
2021-03-01,171,170,273,572,579,128,377,207,125,0,525,731,262,498,522,79,81245,105,844,4019,83,17820,45742,27779,63562,4673,19392,3714,17820,6980,11425,12688,26926,10117,5385,233,81835,833,468,7972
2021-03-01,239,257,1283,1587,1713,650,1450,503,362,0,1017,1266,435,734,1202,350,115517,119,1146,9191,131,26486,70864,41563,97350,7303,28950,5310,26486,9588,13750,17367,49504,14092,8125,586,120360,1397,1391,15180
2021-03-01,1496,74,1113,2291,2048,7107,3589,361,566,0,1033,1708,859,1338,1982,559,311634,280,963,15637,228,65832,164641,122897,230473,30606,79025,13266,65832,31086,42945,46794,69797,70233,26686,445,322086,3856,1356,25627
2021-03-01,1235,6378,891,22726,3465,19739,6439,4889,1696,0,1477,2386,620,4834,5353,509,191529,356,1070,9549,220,61024,118533,104567,179557,34087,59548,10932,61024,25619,31738,35038,52903,58781,19021,322,260529,3338,1400,18539
2021-03-01,618,5166,2626,9134,9879,28740,18759,17587,5301,0,6196,3875,2777,5135,13345,2884,94766,198,4230,46433,1397,56244,140372,81808,196616,30614,38003,13193,56244,18874,23106,28770,95910,40535,14987,497,244815,3917,2629,26569
2021-03-01,653,1639,4658,9599,10169,12249,17330,11356,4376,0,6988,5776,2494,5340,9582,3860,157048,120,8061,55131,1730,53948,190442,83116,244390,24998,42978,15140,53948,12759,18895,31214,171346,27202,12142,2317,259074,4024,6243,55848
2021-03-01,663,197,1326,2347,1324,1760,1075,277,224,0,753,1204,593,785,1410,393,185940,115,1366,9717,167,38256,103191,69527,141447,15176,45614,8737,38256,17238,25489,29830,56955,28453,14754,428,190568,1946,1346,16686
2021-03-01,293,132,1456,10112,1820,883,1000,445,171,0,1118,1745,450,1166,2120,302,112650,55,2114,10548,167,25201,72748,50504,97946,10892,31847,7768,25201,9022,13233,21832,55685,15548,7932,2946,124703,1372,2133,17299
2021-03-01,235,493,1024,9954,5369,8197,3954,1733,801,0,1444,1408,692,1300,2885,763,46820,80,2149,12836,343,21282,52859,28104,74142,8042,15559,4503,21282,7463,9965,11677,33256,12841,5761,220,89925,1270,1381,9450
2021-03-01,187,246,801,796,952,830,588,194,105,0,770,1324,314,438,635,145,111321,257,1294,7133,83,24594,60722,42913,85316,7678,29987,5248,24594,7531,13644,15825,48292,11859,6484,720,112092,1101,1134,13182
2021-03-01,210,246,437,712,772,83,371,196,79,0,736,1060,389,524,580,158,146968,397,1092,5248,104,26503,74543,59105,101046,9444,43494,6167,26503,13935,20838,24057,43548,19965,11305,346,143026,1298,689,14792
2021-03-01,285,598,1324,5211,2264,1198,5553,1069,685,0,1378,1353,863,1337,2170,534,80551,267,1569,11647,264,22352,58149,39335,80500,9506,22873,6956,22352,8998,12533,18576,36378,13975,7024,1753,101621,1237,2321,12904
2021-03-01,270,398,801,3087,1046,658,1095,627,308,0,1028,1274,501,1054,907,279,138253,190,1404,8379,158,30712,82307,48429,113019,8682,33468,6279,30712,12985,18954,22048,48376,18484,9889,518,144162,1509,1084,14175
2021-03-01,88,18,97,70,142,10,68,26,28,0,224,223,66,113,118,44,54196,40,271,1306,34,8733,25384,22979,34117,3365,17350,2264,8733,4858,7079,8119,16468,7530,4310,145,51150,417,287,5097
2021-03-01,206,36,264,447,366,119,245,100,43,0,384,509,312,342,319,148,108998,29,657,4040,71,19094,53546,44787,72642,10020,28253,6514,19094,9061,13457,20675,29460,17485,8194,1459,102626,929,556,11861
2021-03-01,224,17,186,547,268,118,183,106,44,0,233,358,169,321,254,88,89964,216,372,1691,18,16036,42136,36981,58172,7454,26050,3476,16036,8194,11616,14323,23191,14326,7467,169,85375,783,339,8491
2021-03-01,195,211,404,498,689,134,475,160,87,0,551,818,294,478,531,133,101648,187,851,5982,105,20428,58926,34883,79354,5510,25038,4335,20428,8896,12617,16106,35913,13058,7219,320,99582,1077,899,12359
2021-03-01,687,7533,6625,7965,9658,2461,10451,4307,1698,0,5467,3718,2089,2061,12032,15439,57162,49,3742,50276,1503,26769,101742,75725,128511,30007,33356,12362,26769,8615,12181,22019,102356,22882,9414,2168,159868,1861,9883,30456
2021-03-01,7,156,1234,1532,1562,1342,3081,331,495,0,1027,1293,885,1148,1581,711,302482,247,1353,8579,291,60636,154614,114080,215250,29492,72576,12012,60636,28257,41466,47383,69357,56571,25660,360,300468,3356,1307,23839
2021-03-01,890,934,1494,2810,5242,396,2984,1589,1213,0,2366,2703,1161,2479,2912,637,459594,711,2591,18257,260,91219,252345,166769,343564,28487,118337,19945,91219,42756,62668,76544,143201,60409,33536,1357,451885,4557,3330,49204
2021-03-01,255,271,793,1102,1545,206,499,199,94,0,754,1111,316,409,654,186,112304,374,902,5638,87,22693,60573,44177,83267,7438,29891,6848,22693,7320,12998,19439,47033,11624,6336,1634,107218,1085,1326,16181
2021-03-01,318,405,1329,9823,2338,6177,1433,628,297,0,1500,2195,617,926,2462,816,105991,287,2176,13900,197,29821,76302,47373,106123,10327,30298,6748,29821,10077,15918,18341,55603,15552,8184,597,135155,1462,1903,14382
2021-03-01,973,1319,1847,1933,1839,364,854,330,205,0,1298,1605,973,1054,1301,585,295967,46,2641,5910,128,58088,139503,122608,197591,30365,79958,12285,58088,25282,38576,46887,82451,46894,22022,570,292547,2978,1179,22925
2021-03-01,223,685,990,3358,2383,7325,1331,323,225,0,1060,1470,480,604,1539,641,69911,91,1050,10176,301,20961,52742,30240,73703,6674,19362,4204,20961,7003,10324,12138,37112,10993,5412,311,91294,1178,1383,9777
2021-03-01,289,388,2392,12412,2435,5241,2914,864,528,0,1391,2212,667,1304,1955,948,129087,331,1504,10750,179,36681,89467,51354,126148,9853,34265,7236,36681,11396,17773,22992,65047,14671,8942,872,155971,1722,1858,17081
2021-03-01,1438,531,802,42052,5840,6676,11158,9905,3573,0,2058,2573,939,8495,8451,966,144303,255,1170,13528,451,55285,111309,97134,166594,32297,53234,11602,55285,22947,28741,31391,54712,52803,17847,593,237068,3090,2797,20179
2021-03-01,281,542,388,1336,1016,2578,836,241,135,0,514,716,425,628,876,160,85868,95,566,6817,132,18265,51629,33978,69894,7477,21299,5202,18265,7892,11506,15703,28872,14869,6765,920,90364,986,945,10657
2021-03-01,264,727,572,1097,1723,268,893,250,138,0,792,981,533,548,861,246,94680,82,942,5811,194,18983,53557,38798,72540,7184,27193,4422,18983,9868,14057,16416,29318,14977,7719,217,99053,1025,610,10433
2021-03-01,542,276,304,538,845,283,654,87,137,0,338,446,392,382,544,219,122547,119,427,6520,64,24843,61805,48469,86648,11138,32013,5318,24843,10473,16995,17690,32037,23095,9984,278,123205,1256,527,9851
2021-03-01,228,75,221,607,444,163,192,192,77,0,415,546,158,481,503,96,120048,637,624,6868,148,21775,63660,47057,85435,7974,34017,5069,21775,11321,15311,18393,36591,19535,9566,265,119801,1159,548,10720
2021-03-01,275,45,330,221,410,103,167,69,37,0,264,367,202,302,185,105,107171,71,487,1379,31,17595,47835,46516,65430,9344,32772,4400,17595,9497,13859,16519,26682,18693,9101,189,100183,932,411,10231
2021-03-01,251,748,244,437,370,140,159,169,67,0,284,467,113,606,318,64,93961,451,475,2487,49,17044,45789,38774,62833,7750,27127,3897,17044,9053,12683,14402,22057,18419,7949,161,92606,883,192,7765
2021-03-01,399,413,2889,1853,1934,545,978,208,139,0,1037,1579,494,631,1331,623,176963,368,1317,9297,222,30738,96195,75885,126936,16121,46259,13505,30738,12802,19552,37410,66749,22953,12617,5847,166270,1688,2563,26453
2021-04-01,121,369,269,303,365,89,359,110,61,0,470,535,316,306,489,208,57390,105,488,2258,53,11591,29825,23128,41416,4443,16200,2485,11591,6065,7949,9055,14784,10333,4767,93,58791,539,233,4888
2021-04-01,281,43,139,103,221,34,59,19,6,0,175,241,74,137,197,38,92981,53,241,1359,33,15641,44235,36278,59876,7882,24709,3687,15641,7969,11162,13887,22855,16609,8031,124,88032,841,264,6891
2021-04-01,347,37,282,496,281,112,180,149,52,0,293,467,169,619,274,26,119934,66,453,2279,35,21143,60171,44892,81314,8602,31693,4597,21143,10975,15009,18723,30265,20668,9420,200,115187,1097,330,9395
2021-04-01,389,523,433,727,839,108,500,221,136,0,700,784,420,580,793,121,146178,216,1018,10431,159,25335,73191,66360,98526,11293,48152,6918,25335,16142,21323,23983,36839,27534,13731,352,147241,1347,801,15148
2021-04-01,346,56,356,873,474,209,959,395,221,0,387,449,267,956,450,100,115972,67,313,3741,54,23454,58430,44416,81884,10598,29329,4489,23454,12299,16138,18393,22185,24281,9551,143,115556,1240,333,9027
2021-04-01,448,336,578,1720,4630,404,2504,572,348,0,766,898,438,775,1584,298,109673,686,776,5682,79,25978,63617,43154,89593,9535,28563,5056,25978,12098,16412,18232,32148,18829,9047,265,117597,1408,962,12515
2021-04-01,178,107,177,234,320,37,287,124,92,0,376,382,210,383,307,37,86418,40,481,2304,26,14962,42957,34422,57919,5338,25490,3594,14962,8642,12142,13410,22817,13491,6875,185,82819,713,316,8308
2021-04-01,573,22393,1385,11503,5503,15799,35101,5824,5882,0,2420,1550,2376,2974,6397,1489,67550,184,1185,28498,858,57124,94589,67156,151713,28236,28678,10242,57124,16752,20367,21819,53791,36796,12221,296,197250,3156,2182,15985
2021-04-01,680,2873,9434,30389,25589,6687,22670,4951,3030,0,7605,6032,3747,3505,30687,7383,140777,179,7644,74608,1554,79990,186175,123179,266165,41107,63342,18730,79990,21302,30687,38541,151642,47762,19420,1433,340971,4611,5916,36413
2021-04-01,850,39,542,504,844,368,1311,163,241,0,540,605,394,754,1118,215,226488,229,526,9377,314,44782,111680,88110,156462,22895,56262,8953,44782,21589,28977,33652,46798,50329,18445,253,223187,2511,806,17815
2021-04-01,259,59,227,240,369,54,223,14,13,0,141,227,67,115,160,85,64485,21,179,710,17,11573,31183,24651,42756,5930,16278,2446,11573,5527,7380,11450,13821,10307,7349,74,61220,634,337,5144
2021-04-01,709,729,735,3855,1812,864,6402,1279,1232,0,1170,1143,892,1733,1362,243,154045,237,1227,8326,281,38908,89011,59652,127919,13920,38432,7300,38908,19440,24489,25316,36541,30827,12050,268,170213,2250,878,13962
2021-04-01,426,480,1057,4745,3976,709,2514,680,417,0,1091,1454,711,1461,1675,344,151572,223,1330,10478,237,35347,96973,52834,132320,9968,35657,7209,35347,15914,21571,27027,52806,21302,11187,443,163495,1989,1611,17616
2021-04-01,296,40,237,522,448,208,378,202,156,0,339,385,176,505,492,95,108338,135,317,4763,67,20437,54917,42450,75353,9511,28697,4245,20437,10651,14392,16961,24848,21013,9502,164,106232,1116,355,9937
2021-04-01,311,359,2089,1787,1876,278,980,616,250,0,1310,1846,595,1505,1058,552,165478,71,1427,11114,218,31791,89812,71806,121603,12904,44902,14000,31791,11972,19147,35318,64251,19805,11125,4918,157779,1769,2806,26137
2021-04-01,509,4486,756,10074,2650,5297,5448,3227,1173,0,1863,2146,939,3638,2796,557,118779,208,1798,18906,483,37107,90865,57253,127972,13807,35457,7989,37107,15366,19977,23976,51411,24813,12575,472,163567,2163,1672,17351
2021-04-01,491,1790,3990,10925,6346,1383,23262,3230,3583,0,2346,2179,1726,2489,5535,527,158842,620,2528,14872,302,50645,117984,77844,168628,20228,47214,10402,50645,21413,28535,32511,61837,35582,15949,638,223929,2815,1381,17709
2021-04-01,44,48232,12487,66519,33044,195102,66822,44718,14220,0,12276,13130,4680,25119,32769,19196,491211,686,16964,45914,1833,255296,442418,447203,697714,186119,200437,60649,255296,90079,111212,152046,265806,212198,58282,11559,1007977,14272,13642,97469
2021-04-01,233,59,518,6870,632,418,980,440,174,0,590,857,267,1051,1138,177,84746,90,561,3301,55,19260,51446,32220,70706,6635,21934,3651,19260,8373,11882,15427,25547,14463,7975,162,93855,1031,324,7554
2021-04-01,613,1473,400,24389,1391,27525,1061,170,175,0,668,1329,231,368,1328,841,87997,101,589,4562,143,35230,63557,55951,98787,21900,28035,6016,35230,12968,16574,18823,32054,28923,10166,212,140262,1925,1249,11091
2021-04-01,918,442,542,892,1228,572,449,175,87,0,519,645,408,638,676,216,127445,236,808,4854,207,24697,59362,56977,84060,15328,35169,6480,24697,13677,17470,19382,26177,28575,11059,180,126403,1407,901,12146
2021-04-01,217,26,140,212,172,71,76,29,10,0,143,138,69,219,104,38,63990,133,92,1227,14,11760,28799,26345,40559,7148,16896,2301,11760,5980,8554,8647,11892,15376,4695,76,61611,662,105,4449
2021-04-01,254,12,152,266,206,86,246,111,62,0,164,190,102,288,200,42,74852,96,198,2963,34,13995,38100,28178,52095,6745,18730,2703,13995,7697,10066,11771,14406,16018,6320,84,72636,816,279,6459
2021-04-01,3,985,1123,26238,3353,27897,9299,603,1336,0,1326,2338,1242,1737,3730,1812,203486,519,1430,7133,373,63674,125438,106852,189112,35631,59565,11655,63674,24792,32352,38190,63678,52451,20824,498,269720,3543,2267,19935
2021-04-01,183,67,111,606,342,317,357,57,53,0,295,261,176,283,728,119,52540,142,161,13697,193,12918,33631,23953,46549,5324,15940,2689,12918,7317,8274,8157,10963,15921,6952,81,62453,643,786,6539
2021-04-01,296,219,828,3774,3111,947,2072,554,367,0,971,1337,565,970,1311,310,96950,161,1038,8956,164,24675,66397,33536,91071,7077,21202,5257,24675,10581,14929,17874,35578,13183,7788,339,109157,1352,1067,12693
2021-04-01,2754,12403,1345,14429,7934,139553,7061,2614,1303,0,2926,6458,1196,4426,8026,2734,309912,849,2139,19521,1583,124837,221137,200437,345974,77118,101628,21691,124837,46051,57458,66275,115663,101122,35005,973,495209,6622,3809,39799
2021-04-01,461,221,365,834,917,229,1205,442,242,0,853,880,437,844,709,106,140283,161,1085,5385,67,28699,76284,50285,104983,9708,34553,6024,28699,15569,21107,23081,32674,23238,10899,268,139393,1445,453,13709
2021-04-01,366,120,254,342,519,105,387,233,200,0,598,482,456,515,777,32,125516,204,654,9938,145,23624,65638,52214,89262,9421,37494,5299,23624,14196,18382,19911,27207,26228,11928,188,126541,1224,839,12684
2021-04-01,766,2186,3393,66157,24562,15217,31070,21258,7167,0,6683,3607,3184,3775,15937,17924,51611,237,9314,54019,2520,64673,160997,114146,225670,47370,48297,18479,64673,24296,26148,34338,109998,59770,20593,1158,292263,3974,5676,36744
2021-04-01,177,293,510,2015,828,267,1164,368,215,0,605,809,321,633,660,166,63696,95,1008,3318,77,14180,37901,24964,52081,4762,17139,3068,14180,6071,9668,10790,22248,9482,4609,174,68905,801,485,6685
2021-04-01,324,163,491,588,730,180,257,98,74,0,393,525,279,487,346,80,137755,57,452,2480,55,26006,63984,55498,89990,12985,36809,5704,26006,10624,17717,19477,35852,25993,9819,205,132884,1346,471,10582
2021-04-01,787,1729,3065,3633,3861,929,3949,988,521,0,4286,4198,2334,2410,5580,3049,204831,197,3944,26812,787,41736,139291,96076,181027,22835,54447,18794,41736,16545,25067,46359,104790,29215,13391,5784,222496,2199,4166,42456
2021-04-01,1429,2616,5466,8302,5821,9064,18149,6803,2938,0,5225,5556,2621,7714,6510,2540,338452,273,4288,39163,966,82757,238511,151198,321267,39291,81992,29915,82757,29350,41789,73981,164106,56657,23826,10860,384986,5166,6664,64789
2021-04-01,275,179,436,554,593,69,474,95,115,0,478,665,395,304,400,97,123265,60,513,2990,41,21215,62589,47917,83804,7437,35632,4846,21215,12253,17364,20032,30320,19415,11122,175,119805,1015,384,10342
